canal,nome video,data,contagem
Culinária em Casa, LEITE NA PIPOCA -FICA MELHOR QUE A PIPOCA DE CINEMA- CARAMELIZADA,2021-05-14 03:04:24.476,2
Leodenice Camargo, PIPOCA DOCE | MÉTODO FÁCIL E SEM ERROS,2021-05-14 02:54:12.514,2
Nandu Andrade, PIPOCA DOCE COM NESCAU SUPER FÁCIL | Nandu Andrade,2021-05-14 02:53:08.764,2
Culinária com Gilberto, PIPOCA DE CHOCOLATE CROCANTE,2021-05-14 02:52:58.564,2
Frigideira com Tampa Juliana Reis, COMO FAZER PIPOCA DOCE EM 1 PANELA SÓ - PRONTA EM MENOS DE 10 MINUTOS!!,2021-05-14 02:51:11.908,2
Metrô Espacial, As melhores SÉRIES Originais da Amazon Prime Video,2021-05-13 20:18:17.127,2
Luz Câmera Ação, TOP 5 MELHORES SÉRIES DE 2021 ( ATÉ AGORA ),2021-05-13 20:17:43.731,2
"Jhow Etc,s", IMPUROS  3 TEMPORADA  ( NOVIDADES 2021),2021-05-13 20:13:23.469,2
Gustavo G.N., Como Gravar seu Rap em casa - Bem Explicado! [AUDACITY],2021-05-13 11:53:10.068,2
Drak Tutoriais, Como gravar uma música - Audacity,2021-05-13 11:51:01.484,2
Flow Podcast e PodPah - Cortes, DELEGADO DA CUNHA SOBRE MONARK E FLOW PODCAST,2021-05-06 13:37:51.382,2
Flow Podcast e PodPah - Cortes, DELEGADO DA CUNHA SOBRE BRUNO FABIL NO PODPAH (DEBATE),2021-05-06 13:09:05.820,2
Flow Podcast e PodPah - Cortes, DELEGADO DA CUNHA - POLÍCIA PODE OBRIGAR A DESBLOQUEAR O CELULAR? E INVADIR CASA SEM MANDADO?,2021-05-06 13:08:42.588,2
adsense," PicPay – Todo mundo usa, todo lugar aceita",2021-05-06 13:07:42.221,2
Lucas Vitorino," COMO PEDIR COMIDA ""DE GRAÇA"" PARA PAGAR DEPOIS NO APP DE DELIVERY",2021-05-01 22:19:53.119,2
Nerdficando, TRAILER OFICIAL! NARUTO SHIPPUDEN DUBLADO PELA NETFLIX,2021-04-29 15:29:11.837,2
mimimidias, Midnight Gospel: palimpsesto de podcast,2021-04-25 01:59:39.829,2
Cortes do Flow [OFICIAL], O QUE É UM ESCRAVO MODERNO? | Cortes do Flow,2021-04-24 10:43:10.516,2
Cortes do Flow [OFICIAL], QUALQUER UM PODE IR A UM PODCAST? | Cortes do Flow,2021-04-24 10:20:00.203,2
Cortes do Flow [OFICIAL], VILELA EXPÕE TRETA COM ANTIGO SÓCIO E MOSTRA UMA TATTO | Cortes do Flow,2021-04-24 10:19:24.288,2
Vlad and Niki, Vlad and Niki - new Funny stories about Toys for children,2021-04-18 03:51:03.490,2
LUCCAS NETO - LUCCAS TOON, A ÁGUA É LAVA !! ( DESAFIO MAIS DIFÍCIL ),2021-04-18 03:49:17.287,2
Maria Clara & JP, ♫ MÚSICA O CHÃO É LAVA 🔥 The Floor is Lava - Children Song by Maria Clara e JP,2021-04-18 03:48:40.967,2
Maria Clara & JP, O CHÃO É LAVA COM MARIA CLARA E JP!  / The Floor is Lava Maria Clara and JP,2021-04-18 03:48:25.983,2
NaNa Star, Larva Characters in Real Life,2021-04-18 03:45:34.798,2
Nostalgia Rangers, Os Rangers Morfando Juntos Dublado | Power Rangers Morfagem Feroz 2 Temporada,2021-04-18 03:38:04.108,2
Cortes do Flow [OFICIAL]," LATINO VS CAUÊ MOURA, A VERDADE | Cortes do Flow",2021-04-15 13:31:48.645,2
Coisas de Pai e Filho, Acerte e ganhe 100 reais | # shorts,2021-04-14 00:40:03.169,2
COMIDA Á MODA DA CASA, Picanharia do Gaúcho!,2021-04-14 00:39:20.430,2
FUNK S2, Menino canta música do Salvador da Rima Estilo Coyote na frente da polícia,2021-04-14 00:38:37.100,2
Mikhael Lucas, Como aumentar o score do Ifood em 2021,2021-04-14 00:31:12.927,2
iFood para Entregadores, Como o iFood envia rotas para os entregadores e entregadoras?,2021-04-14 00:27:56.120,2
John Reivax, DATAPREV LIBEROU! Como Saber se Você Foi APROVADO no Auxílio Emergencial 2021?,2021-04-07 22:15:31.044,2
TEDx Talks, The first 20 hours -- how to learn anything | Josh Kaufman | TEDxCSU,2021-03-30 11:09:34.944,2
Charles Santos, DJONGA FALA SOBRE DELEGADO DA CUNHA com MITICO e IGÃO...,2021-03-30 01:24:47.482,2
Instituto Montanari, 19/03 PRORROGADO! AUXÍLIO EMERGENCIAL 2021 BOLSA FAMÍLIA QUEM VAI RECEBER? VEJA AQUI!,2021-03-19 11:42:12.835,2
Instituto Montanari," 17/03 PRORROGAÇÃO AUXÍLIO EMERGENCIAL BOLSA FAMÍLIA GUEDES E GENERAL RAMOS: ""SAI HOJE""!",2021-03-19 11:42:04.848,2
Vinixete, NÃO ACREDITO QUE VOCÊ FEZ ISSO 😠🤬,2021-03-18 12:23:52.548,2
Gilberto Léda, Agente da SMTT não cumpre lei do farol,2021-03-18 12:21:53.963,2
Michael Dias, pegadi de cameras escondidas,2021-03-18 12:21:52.173,2
GUI POLÊMICO, COE PAOLLA CADE A MINHA PIPA ?? 😡😡,2021-03-18 12:20:55.123,2
Adriano Henrique Monte, Defeito Pistola TH40 Taurus - Apresentando Rajada (Pistola NOVA),2021-03-18 12:19:44.556,2
Andre Santos, japa doido jogando bola,2021-03-18 12:19:06.820,2
JOTTA-C TV, gênio bike com suspensão a Ar 🤨,2021-03-18 12:18:06.394,2
Futuro Policial, POLICIAL RESGATA VÍTIMA DE SEQUESTRO,2021-03-18 12:18:05.413,2
Águia, Bração tentou Pinote na ROCAM de Pernambuco,2021-03-18 12:18:03.791,2
Reh Vieira, Cutículas do cabelo fechada,2021-03-18 12:15:49.715,2
Fabio Cruz Santana," Serviço porco, Diz o cara que tem 10 anos de profissão.",2021-03-18 12:14:44.615,2
CORTES DO CONC, DEXTER FALA SOBRE ESTUPR4D0R NA CADEIA NO @Podpah,2021-03-18 12:14:38.755,2
Claudemir Souza, delegado da cunha,2021-03-18 12:12:21.287,2
Futuro Policial, POR POUCO ELA NÃO FOI PRESA | DELEGADO DACUNHA,2021-03-18 12:11:16.479,2
Wallace Sepolto, 10 de janeiro de 2021,2021-03-18 12:11:15.157,2
Berinha Cortes, TUTORIAL/PASSO A PASSO CORTE DISFARÇADO,2021-03-17 20:46:28.628,2
Barbearia Moriah, Disfarçado passo a passo,2021-03-17 20:45:51.005,2
Cortes do Flow [OFICIAL], A VERDADE ABSOLUTA DA TRETA COM O PODPAH | Cortes do Flow,2021-03-11 23:50:53.318,2
Cortes do Flow [OFICIAL], O PODPAH ROUBOU UM CONVIDADO DO VENUS PODCAST | Cortes do Flow,2021-03-11 23:42:20.646,2
EU FICO LOKO, ENTREGANDO TODO MUNDO DA LOUD!,2021-03-11 23:40:44.125,2
Cortes do Flow [OFICIAL], EU JÁ RECEBI NUDES DE MULHER | Cortes do Flow,2021-03-11 23:32:54.003,2
ALFAFLIX - MOTIVAÇÃO PARA ESTUDAR, Todo Policial ou Futuro Policial Deveria Assistir Esse Vídeo ( Delegado da Cunha Sendo Abordado),2021-03-09 03:23:06.535,2
Léo Léo, ELE DEU A VOLTA POR CIMA 😆,2021-03-09 03:22:35.353,2
adsense, https://www.youtube.com/watch?v=I1nk0hC-GTk,2021-03-09 03:22:32.498,2
Rio War, Morro da Providência e Largo do Santo Cristo (em frente ao quartel do Exército).,2021-03-09 03:22:29.656,2
Reencontro Gicela," ""A sua mulher""",2021-03-09 03:20:27.143,2
Everton Oliveira oficial, Depoimento De Marcola em que ele diz não ser chefe do PCC,2021-03-09 03:17:05.501,2
Flow Podcast e PodPah - Cortes, DEXTER 2 ANOS PRESO NO CARANDIRU,2021-03-09 03:05:24.970,2
Flow Podcast e PodPah - Cortes, DEXTER FALA SOBRE REBELIÕES NA CADEIA,2021-03-09 02:53:59.492,2
Flow Podcast e PodPah - Cortes, COMO DEXTER CONHECEU MANO BROWN E RACIONAIS MC'S,2021-03-09 02:40:17.083,2
Flow Podcast, ERICK JACQUIN - Flow Podcast #322,2021-03-09 02:39:09.082,2
Flow Podcast e PodPah - Cortes, DEXTER FALA SOBRE AS LEIS DA CADEIA,2021-03-09 02:29:36.548,2
Snap dos Rappers, (FICOU PESSOAL 🔥) PK vs Borges,2021-03-09 02:28:28.315,2
Cortes Podpah [OFICIAL], SATANISTAS DO CARANDIRU,2021-03-09 02:23:59.675,2
Talk Flow, NEGO DI FAZ IGOR CHORAR DE RIR,2021-03-09 02:19:07.761,2
PrimoCast, O QUE VAI ACONTECER COM O BRASIL? PAULO GUEDES EXPLICA | PrimoCast 112 - O Podcast do Primo Rico,2021-03-09 02:15:35.174,2
Flow Podcast e PodPah - Cortes, YUDI TAMASHIRO FALA SOBRE A DEMISSÃO DO SBT E SILVIO SANTOS!,2021-03-09 02:14:15.719,2
Talk Flow, A TRETA DE DJONGA E FROID EM SHOW,2021-03-09 02:10:53.879,2
Instituto Montanari, 08/03 PRORROGAÇÃO AUXÍLIO EMERGENCIAL BOLSA FAMÍLIA RECEBE? VOCÊ PRECISA SABER DISSO! NOVO VALOR,2021-03-08 23:07:27.471,2
Ana Layla, BASTA ACREDITAR -SARAH BEATRIZ  (COVER),2021-03-08 23:07:19.483,2
Leandro Barbosa, Porsche e ferrari pega violento,2021-03-08 23:05:50.417,2
Canal Tá na Roça, Quebra mola invisível parte II,2021-03-08 23:05:01.855,2
adsense, a video that has been removed,2021-03-08 23:04:17.662,2
FB DA 660, DIGITAL INFLUENCER NÃO PAGA KKKK GUI POLÊMICO,2021-03-08 23:03:17.140,2
flamingo Mama, flamingo-talk flow,2021-03-08 23:03:14.660,2
LUFFY - Free Fire, MC POZE E QUASE AGREDIDO POR MEMBRO DA FACÇÃO TERCEIRO COMANDO PURO EM UM SHOW,2021-03-08 23:02:05.664,2
Fredy Sousa, Quem mandou vacilar,2021-03-08 23:01:24.065,2
O COIOTE 380 765," ASSALTO EM CAPINA GRANDE, PB, NA TARDE DESTE DIA (7) DE ABRIL, DE 2020.... ELEMENTOS FAZEM RAPA...",2021-03-08 23:00:26.227,2
Escolta Armada RJ, Escolta RJ- Instruções operacionais,2021-03-08 22:58:55.064,2
adsense, https://www.youtube.com/watch?v=om8oUpX-EfQ,2021-03-08 22:58:17.805,2
FUNK NA QUEBRADA, MC PIKACHU COLOCA LENTES E OLHA A REAÇÃO DELE 😂😳,2021-03-08 22:57:57.908,2
adsense, https://www.youtube.com/watch?v=J68i9SzPpZo,2021-03-08 22:57:12.363,2
Carlos cv, video do CV,2021-03-08 22:56:24.068,2
Forças Armadas Videos," OH PQD, PORQUE TU CAIU ? @CANÇÕES DE TFM",2021-03-08 22:56:13.779,2
Escolta Armada RJ," Escolta RJ - Operação nas favelas de Manguinhos e Mandela, confira",2021-03-08 22:55:40.576,2
Mundo dos Famosos na Net, Papa capim,2021-03-08 22:55:25.686,2
Pamela Divulgações, Mc Maloka Critica A Policia,2021-03-08 22:54:51.056,2
adsense, https://www.youtube.com/watch?v=-E4nDGbst6o,2021-03-08 22:54:25.777,2
Ismael TV, Foi Olhar a mulher de vestido curto e olha o que aconteceu 😱,2021-03-08 22:53:08.893,2
Escolta Armada RJ," Escolta RJ- Sswat que fechar as portas e dispensa os vigs sem recisãoe sem o pagamento do mês, safad",2021-03-08 22:52:57.024,2
MC TODYNHO BH, POLÍCIA CHEGANDO COM SALVADOR NA DELEGACIA ALGEMADO 🔥,2021-03-08 22:52:40.498,2
FN 2.0," TCP GRAVA NOVO VÍDEO NO ADEUS, CV FOI SAIU DA COMUNIDADE",2021-03-08 22:52:05.387,2
MC NEGÃO DA BL, Liberdade Dona Gisele kKKKKKkKKK,2021-03-08 22:38:19.233,2
Pompano, Um Jogo Impressionante com uma SACADA GENIAL - Black Myth Wukong,2021-03-08 22:37:04.026,2
Minute Alaska, Part. Froid - A História do CD status legendado,2021-03-08 22:36:19.218,2
Flow Podcast e PodPah - Cortes, DEXTER FALA SOBRE RACIONAIS MC'S E MANO BROWN,2021-03-08 22:35:32.165,2
Boatos.org, Mensagem que fala de sapatos grátis da Adidas de Dia da Mulher é falsa,2021-03-08 13:34:02.984,2
Instituto Montanari, 06/03 APROVADA PRORROGAÇÃO AUXÍLIO EMERGENCIAL NO SENADO E AGORA? VALOR MÃE SOLO DATA BOLSA FAMÍLIA,2021-03-07 03:42:06.185,2
Flow Podcast, NEGO DI - Flow Podcast #318,2021-03-03 02:41:28.177,2
Instituto Montanari, 02/03 PRORROGAÇÃO AUXÍLIO EMERGENCIAL BOLSA FAMÍLIA VALOR DEFINIDO? TODOS CONFIRMARAM! VOTAÇÃO 24H,2021-03-03 01:47:56.992,2
Cortes Podpah [OFICIAL], YUDI FICA PUT# NO FLOW,2021-03-01 12:44:23.772,2
Funk NEWS, MC'S SE PRONUNCIAM SOBRE CASO SALVADOR DA RIMA,2021-03-01 12:41:44.581,2
adsense, https://www.youtube.com/watch?v=yQe5SuWj-40,2021-03-01 12:39:30.987,2
Charles Santos, MC POZE RESPONDE NEYMAR JR *to voando alto...*,2021-03-01 12:23:32.268,2
Pagode da Ofensa na Web!, É COMPLICADO GRAVAR COM ELE - ELISA SANCHES #PAGODCAST,2021-03-01 12:17:09.646,2
Instituto Montanari, 01/03 PRORROGAÇÃO AUXÍLIO EMERGENCIAL BOLSA FAMÍLIA TUDO QUE VOCÊ PRECISA SABER! CADASTRO MÃE SOLO,2021-03-01 11:56:51.474,2
Instituto Montanari, 27/02 PRORROGAÇÃO AUXÍLIO EMERGENCIAL BOLSONARO FALA TUDO! NOVO BOLSA FAMÍLIA 2021 ÓTIMA NOTÍCIA,2021-03-01 11:56:33.996,2
Leozinho Marley, Orochi show na vila vintém ( olha no que deu ),2021-03-01 11:54:46.599,2
Escolta Armada RJ, Escolta rj_ charlinho do lixão sendo levado ao hospital,2021-03-01 11:54:44.873,2
Charles Santos, SALVADOR FOI LIBERADO PELA POLÍCIA APÓS PRESTAR ESCLARECIMENTO,2021-03-01 11:51:42.587,2
adsense, Programa #EstácioTáPago,2021-03-01 11:50:20.837,2
Charles Santos," MANO BROWN,RASHID e HARIEL FALAM SOBRE PROJOTA NO BBB 21",2021-03-01 11:22:50.472,2
UOL, MC Salvador da Rima é detido em SP; vídeos mostram PMs usando mata-leão,2021-03-01 11:17:24.251,2
Mesquita Informe, CAVEIRÃO SENDO ALVEJADO POR TIROS EM BELFORD ROXO,2021-03-01 11:15:04.062,2
Cortes Do Alaska," Sessão de estúdio na Alaska, Kauyá e Froid Saindo na porr4da, Freestyle  evangélico",2021-03-01 11:13:57.369,2
Pagode da Ofensa na Web!, GANHO MENOS DE UM SALÁRIO MINIMO! - ELISA SANCHES #CORTESPAGODCAST,2021-03-01 11:13:00.970,2
Charles Santos, MC KEVIN INICIOU TRETA GIGANTE COM LIVINHO E DEU RUIM,2021-03-01 11:12:35.331,2
Escolta Armada RJ, Escolta RJ- ladrão de banco manda recado pra policial da Paraíba,2021-03-01 11:12:08.583,2
Topo da Mente, Dr. Lair Ribeiro - 4 MENTIRAS que você ACREDITA e te deixam pobre (motivação) (inspirador),2021-03-01 11:11:26.148,2
AlexzRich, Meno Tody ouvindo teto,2021-03-01 11:10:28.317,2
Papo Reto, Mc Ryan Sp manda resposta apor ter tirado foto com Mc Poze fazendo “Tudo2” 🤭🤣,2021-03-01 11:10:20.003,2
adsense, a video that has been removed,2021-03-01 11:10:02.727,2
adsense, Shoow de Ofertas no iFood,2021-03-01 11:09:22.249,2
UOL, MC Salvador da Rima é detido em SP; vídeos mostram PMs usando mata-leão,2021-02-28 22:11:46.692,2
Charles Santos, DELEGADO DA CUNHA FALA SOBRE O CASO DO SALVADOR DA RIMA,2021-02-28 22:02:02.783,2
MxGamer789 K.O, MANUAL DE CAÇA A MONSTROS - FILME 2020 - TRAILER OFICIAL NETFLIX,2021-02-28 01:28:34.252,2
Lucas Lyra, COMO COMER DE GRAÇA NO IFOOD! | BUG ATUALIZADO 100% ATUALIZADO 2020,2021-02-28 00:50:07.221,2
Cupom de desconto & Promoções, CUPOM UBER EATS MARÇO 2021 VÁRIOS CUPONS DE DESCONTO FUNCIONANDO COMO FUNCIONA PARA USAR CÓDIGO COD,2021-02-28 00:10:10.568,2
EliteDGSofTutoriais, 🔸 Como Desligar TV Box Android ⁞ com Mini Teclado Wireless ( PT - BR ),2021-02-26 21:01:07.356,2
BRASCHETECH, Como Ligar/Desligar TV Box pelo mini teclado,2021-02-26 21:00:30.702,2
Instituto Montanari, 26/02 AUXÍLIO EMERGENCIAL PRORROGAÇÃO BOLSA FAMÍLIA PÉSSIMA NOTÍCIA!,2021-02-26 15:02:50.359,2
Cunhados na Obra, Como Instalar Tomada ( 220v ) Corretamente,2021-02-26 14:46:01.943,2
Instituto Montanari, 25/02 BOMBA! MUDOU TUDO?! AUXÍLIO EMERGENCIAL PRORROGAÇÃO BOLSA FAMÍLIA 2021,2021-02-25 14:22:18.874,2
Play Nerd, NARUTO SHIPPUDEN DUBLADO COMPLETO em PORTUGUÊS de PORTUGAL!! Saiba onde Assistir!,2021-02-25 14:18:53.477,2
Instituto Montanari, 24/02 PRORROGAÇÃO AUXÍLIO EMERGENCIAL BOLSA FAMÍLIA 2021 PROVA DE VIDA INSS PRORROGADA VACINAÇÃO,2021-02-24 12:22:33.582,2
Cortes do Flow [OFICIAL], MONARK CRITICA DURAMENTE AÇÕES DO BOLSONARO | Cortes do Flow,2021-02-24 12:08:01.215,2
Willian Justen Cursos, 20. Criando um branch - Git e Github para Iniciantes,2021-02-23 23:54:20.783,2
ESKRY," [SOLD] SKI MASK THE SLUMP GOD TYPE BEAT ""DRUM"" (prod. ESKRY)",2021-02-23 09:02:23.709,2
фрози," [SOLD] SKI MASK THE SLUMP GOD x TOKYO'S REVENGE TYPE BEAT ""WILD"" [PROD. FROZY]",2021-02-23 09:01:49.281,2
adsense, Programa #EstácioTáPago,2021-02-23 08:59:31.653,2
Giro Timbaúba, Bandidos fortemente armados em Timbaúba Pernambuco,2021-02-22 22:33:41.013,2
adsense, a video that has been removed,2021-02-22 22:32:24.404,2
Stories Interior, JOJO TODYNHO MANDA RECADO  P/ KAROL CONK (BBB21),2021-02-22 22:31:07.808,2
UnderTrap, Matue gastando Raffa Moreira,2021-02-22 22:30:41.929,2
lydy shilva, Mc pedrinho #toma tapa na cara,2021-02-22 22:30:10.722,2
Status whatsApp, MANO BROWN RACIONAIS Mc's STATUS REFLEXÃO 💥,2021-02-22 22:29:41.812,2
Euteto previa, TETO - FERVENDO (ÁUDIO ORIGINAL PREVIA),2021-02-22 22:28:58.408,2
Escolta Armada RJ, Escolta rj_ foi tarde lixão,2021-02-22 22:28:38.528,2
Instituto Montanari, 22/02 PRORROGAÇÃO AUXÍLIO EMERGENCIAL VOTAÇÃO PRÓXIMA NOVO BOLSA FAMÍLIA 2021 O QUE VAI ACONTECER,2021-02-22 22:22:33.349,2
Instituto Montanari, 18/02 PRORROGAÇÃO AUXÍLIO EMERGENCIAL BOLSA FAMÍLIA 2021 DIA MUITO IMPORTANTE | VACINAÇÃO CRONOGRAMA,2021-02-22 22:13:44.833,2
Prod Camelo, [FREE] Sidoka x Lil Skies Type Beat / Free 'LoveBit' Trap Beats 2020 - Rap Instrumental @Prod.Camelo,2021-02-22 10:17:25.899,2
mecemilio, Nem Que a Vaca Tussa - filme desenho animado completo dublado – Melhores Momentos,2021-02-21 00:51:08.531,2
"Religião de Deus, do Cristo e do Espírito Santo", O que acontece com um suicida no Mundo Espiritual? - Pergunte ao Evangelho de Jesus,2021-02-19 01:21:43.565,2
Laércio Fonseca, O que ACONTECE com os SUICIDAS após a MORTE? | Prof. Laércio Fonseca,2021-02-19 01:09:29.994,2
Márcia Fernandes, O Suicídio na Espiritualidade por Márcia Fernandes,2021-02-19 00:49:39.338,2
Motivação Grid, A DECISÃO É SUA | VÍDEO DE MOTIVAÇÃO (Motivacional 2020 HD),2021-02-19 00:46:38.627,2
Roger Oliveira, DEPRESSÃO E SUICÍDIO - MELHOR VÍDEO MOTIVACIONAL 2017 (MOTIVAÇÃO),2021-02-19 00:42:49.903,2
Fala Sério Lis, DEPRESSÃO E SUICÍDIO - MEU TESTEMUNHO - #SetembroAmarelo,2021-02-19 00:37:39.569,2
Raffa031, Jogo de Pipa - Resgatando Pipa no telhado do vizinho,2021-02-14 19:53:22.041,2
PEZOCA," CAIU UM PIPA NA CASA DO VIZINHO, RESGATEI ?",2021-02-14 19:52:29.280,2
Batalha da Roosevelt, Salvador x Koka 22/09/2018,2021-02-14 19:51:22.209,2
Cortes do Flow [OFICIAL], ANDRE MARINHO DÁ EXPOSED NO BOLSONARO | Cortes do Flow,2021-02-14 19:48:56.640,2
Faça Você Mesmo, Como Montar Piscina Tubular - Piscina Botafogo 3 000L - Como Montar Piscina de Plástico - FVM,2021-02-14 16:12:40.167,2
Dan-Sa / Daniel Saboya, Tchakabum - Onda Onda Cia. Daniel Saboya (Coreografia),2021-02-14 04:17:39.874,2
KellyPriceVEVO, Kelly Price - Love Sets You Free (Official VIdeo),2021-02-14 04:14:20.212,2
JaRuleVEVO," Ja Rule ft. R. Kelly, Ashanti - Wonderful (Official Video)",2021-02-14 04:14:17.993,2
laurynhillvevo, Lauryn Hill - Doo-Wop (That Thing) (Official Video),2021-02-14 04:11:59.255,2
adsense, a video that has been removed,2021-02-14 04:09:56.821,2
adsense, https://www.youtube.com/watch?v=6ne91PFnxKc,2021-02-14 04:08:38.729,2
PMM, M4 GRITANDO LO-FI (novo matuê?????),2021-02-14 04:08:27.791,2
PineappleStormTV, JayA Luuck - Estacionamento ft. Pk e Mc Poze do Rodo (Prod. Malak),2021-02-14 04:06:30.869,2
30PRAUM, Teto - M4 feat. Matuê,2021-02-14 04:04:38.422,2
Yeho8D," Teto - ""M4 Gritando Meu Nome"" ft Matuê (Yeho 8D)",2021-02-14 04:04:25.842,2
Luck Muzik, ICE - Luck Muzik e MC Mirella (Official Video),2021-02-14 03:59:26.851,2
Funk 24por48, HOJE TEM BAILÃO É MANDELA DE VERDADE vs FAZ A POSE OLHA O FLASH (DJ Miller e DJ Bruninho PZS),2021-02-14 03:57:41.450,2
Funk 24por48, SÓ PITBULL DE RAÇA OS FAIXA TA PRESENTE - FAIXA DE OURO - MC Dukenny (Biel do Furduncinho e Samrio),2021-02-14 03:52:40.889,2
BaroesPisadinhaVEVO, Os Barões da Pisadinha - Recairei (Ao Vivo),2021-02-14 03:50:59.786,2
Leandro mg Leandro mg, Baile do bonde de Andrade 518 baixada,2021-02-14 03:49:45.156,2
FUNK DAS ANTIGAS, AS MELHORES DO CORREDOR  👊🏿🧔🏿,2021-02-14 03:46:52.302,2
Aqui e o Brasil, LADO A VS LADO B,2021-02-14 03:45:02.142,2
nayasants2007, deixa os garoto brinca,2021-02-14 03:42:54.894,2
adsense,Visited https://inscricoes.eadwyden.com.br/,2021-02-14 03:42:19.007,2
No Cutty, Matuê - Kenny G  (Instrumental) | [Alta Qualidade],2021-02-14 03:41:31.055,2
Chiocki Beats, Kant - flow flaflu | Prod. Chiocki (Instrumental Oficial),2021-02-14 03:41:21.675,2
Pietrin Do Yt, VIDA BANDIDA ( INSTRUMENTAL ) prod. Skeezi,2021-02-14 03:38:19.334,2
Major ATL, INSTRUMENTAL - NGC Borges - AK DO FLAMENGO ft. NGC Flacko (ReProd. Major ATL),2021-02-14 03:36:15.021,2
Josh Petruccio, (FREE) Travis Scott x Drake Type Beat - Riot Ft ASAP Rocky,2021-02-14 03:32:48.356,2
ProdByKairo," [FREE] Gunna x Lil Baby Type Beat ""Too Cold"" (@ProdByKairo)",2021-02-14 03:31:01.296,2
27Corazones Beats, [FREE] Lil Baby x Quavo Type Beat '700' Free Trap Beats 2021 - Rap/Trap Instrumental,2021-02-14 03:27:21.381,2
Mixla, [FREE] Best Freestyle Rap Instrumental Beat,2021-02-14 03:23:31.149,2
Fernando, Racionais Mc's - Estilo Cachorro (Instrumental),2021-02-14 03:23:15.104,2
delvicio2006, 50 Cent - Candy Shop  (Instrumental),2021-02-14 03:19:00.116,2
Tiempo de Hip Hop, The next Episode Instrumental,2021-02-14 03:18:53.901,2
Vojin Games, GTA San Andreas Instrumental Theme,2021-02-14 03:14:37.304,2
Nick Piercing, Como furar a sobrancelha,2021-02-12 19:19:20.470,2
Samoht-ziw, Black Spider-Man [Monster],2021-02-07 04:01:31.869,2
Random Hands, Forging a KATANA out of Rusted Iron CHAIN,2021-02-07 04:00:20.366,2
adsense, https://www.youtube.com/watch?v=20_TI83ogzQ,2021-02-07 03:58:57.385,2
adsense, Netflix,2021-02-07 03:57:54.130,2
Evan Filarca, Marvel's Spider-Man (Spider-Man PS4) - Main Theme (Full),2021-02-07 03:56:29.559,2
7 Minutoz, Rap dos Hokages (Naruto) - A VONTADE DO FOGO | NERD HITS,2021-02-07 03:55:47.585,2
LexClash, Rap do Miles Morales 🕸️ (PS5 | PS4) | SPIDER MAN | LexClash,2021-02-07 03:55:23.901,2
Monike Ricci, BRINCOS DE RESINA COMO FAZER?,2021-02-05 19:42:23.336,2
Portal Aconteceu, O vídeo mostra o pai tentando abrir a cabine para salvar o filho,2021-02-05 19:33:18.353,2
californiafilmes, A Herdeira - Trailer legendado [HD],2021-02-04 22:58:20.667,2
Luma Elpidio, Luma Elpídio - Liberta-me de Mim (Video Oficial),2021-02-04 22:40:32.798,2
Graça Music, Sarah Beatriz | Não Te retires de mim [ CD Basta Acreditar ],2021-02-04 22:37:06.016,2
GabrielaGomesVEVO, Gabriela Gomes - Deus Proverá,2021-02-04 22:36:39.395,2
Sarah Beatriz, Sarah Beatriz - Não Pare (Cover Midian Lima),2021-02-04 22:35:04.699,2
Sarah Beatriz, Todavia Me Alegrarei - Sarah Beatriz (Cover),2021-02-04 22:27:19.704,2
Luan Santana, Luan Santana - Te esperando (Clipe Oficial) - Part. Giovanna Lancellotti,2021-02-04 21:26:54.495,2
Lucas Lucco, Lucas Lucco - Mozão  (Clipe Oficial),2021-02-04 21:19:23.749,2
LUDMILLA, Ludmilla e Jão - A Boba Fui Eu - DVD Hello Mundo (Ao Vivo),2021-02-04 20:25:25.447,2
Lucas Lucco, Lucas Lucco - 11 Vidas,2021-02-04 20:21:14.965,2
Lucas Lucco, Lucas Lucco e Pabllo Vittar - Paraíso,2021-02-04 20:18:25.620,2
Lucas Lucco, Lucas Lucco - Pra te fazer lembrar (Clipe oficial),2021-02-04 20:14:51.278,2
Lucas Lucco, Lucas Lucco - Destino (Clipe Oficial),2021-02-04 20:11:00.083,2
MaliaOficialVEVO," Malía, Jão - Dilema (Ao Vivo No Rio De Janeiro / 2018)",2021-02-04 20:07:33.328,2
Cláudio Claudino, APARELHO DE AR CONDICIONADO CONSUL - MODELO BEM ESTAR 12.000 BTUS  - APRESENTANDO ESTALOS  (RUÍDO),2021-02-04 19:45:07.247,2
Sarah Beatriz, Sarah Beatriz | Liberta-me de Mim (COVER),2021-02-03 00:21:37.385,2
Sarah Beatriz, Deus Proverá - Sarah Beatriz feat. Agatha Pessoa (Cover Acústico),2021-02-03 00:16:18.235,2
Sarah Beatriz, Sarah Beatriz - Não Pare (Cover Midian Lima),2021-02-03 00:11:18.349,2
Sarah Beatriz, Todavia Me Alegrarei - Sarah Beatriz (Cover),2021-02-03 00:05:41.645,2
Ser Logístico, 🔵 AULÃO DE LOGÍSTICA #07: Indicadores de Performance na Logística,2021-02-03 00:03:55.148,2
adsense, Netflix,2021-02-03 00:03:22.264,2
Prof. Danielle Lago, Como criar VÍDEOS ANIMADOS pelo CELULAR! Muitos efeitos como a mãozinha desenhando | Expert Formação,2021-02-02 05:13:41.381,2
Diogo, ANIMANDO COM O DEDO !!! - Passo a passo para você fazer também!,2021-02-02 05:08:13.896,2
